PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,ap-northeast-3,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-northeast-3: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-northeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-northeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,sa-east-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ca-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-southeast-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,ap-southeast-2: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,eu-central-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,us-east-1: no RDS instances found,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,us-east-2: no RDS instances found,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,us-west-1: Access Denied trying to describe DB instances,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.133,INFO,,Extra,[extra7133] Check if RDS instances have multi-AZ enabled,us-west-2: no RDS instances found,Software and Configuration Checks,Medium,rds,AwsRdsDbInstance,Software and Configuration Checks,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,eu-north-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,ap-south-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,eu-west-3: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,eu-west-2: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,eu-west-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,ap-northeast-3: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,ap-northeast-2: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,ap-northeast-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,sa-east-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.134,INFO,,Extra,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,ca-central-1: Access Denied trying to describe security groups,Software and Configuration Checks,High,ec2,AwsEc2SecurityGroup,Software and Configuration Checks,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
